index,group,target,type,word_sel,nonword_sel,set,step,recording,path,underscore,extension,RENORM
66,B_group,Layer,fill_word,Yes,No,Layer,NA,1,Layer_1.mp3,_,.mp3,
67,B_group,Learning,fill_word,Yes,No,Learning,NA,1,Learning_1.mp3,_,.mp3,
68,B_group,Low,fill_word,Yes,No,Low,NA,1,Low_1.mp3,_,.mp3,
69,B_group,Main,fill_word,Yes,No,Main,NA,1,Main_1.mp3,_,.mp3,
70,B_group,Marine,fill_word,Yes,No,Marine,NA,1,Marine_1.mp3,_,.mp3,
71,B_group,Memory,fill_word,Yes,No,Memory,NA,1,Memory_1.mp3,_,.mp3,
72,B_group,Money,fill_word,Yes,No,Money,NA,1,Money_1.mp3,_,.mp3,
73,B_group,Name,fill_word,Yes,No,Name,NA,1,Name_1.mp3,_,.mp3,
74,B_group,Narrow,fill_word,Yes,No,Narrow,NA,1,Narrow_1.mp3,_,.mp3,
75,B_group,Normal,fill_word,Yes,No,Normal,NA,1,Normal_1.mp3,_,.mp3,
76,B_group,Nun,fill_word,Yes,No,Nun,NA,1,Nun_1.mp3,_,.mp3,
77,B_group,Phenomenon,fill_word,Yes,No,Phenomenon,NA,1,Phenomenon_1.mp3,_,.mp3,
78,B_group,Rally,fill_word,Yes,No,Rally,NA,1,Rally_1.mp3,_,.mp3,
79,B_group,Range,fill_word,Yes,No,Range,NA,1,Range_1.mp3,_,.mp3,
80,B_group,Real,fill_word,Yes,No,Real,NA,1,Real_1.mp3,_,.mp3,
81,B_group,Reign,fill_word,Yes,No,Reign,NA,1,Reign_1.mp3,_,.mp3,
82,B_group,Ring,fill_word,Yes,No,Ring,NA,1,Ring_1.mp3,_,.mp3,
83,B_group,Roar,fill_word,Yes,No,Roar,NA,1,Roar_1.mp3,_,.mp3,
84,B_group,Royal,fill_word,Yes,No,Royal,NA,1,Royal_1.mp3,_,.mp3,
85,B_group,Ruin,fill_word,Yes,No,Ruin,NA,1,Ruin_1.mp3,_,.mp3,
86,B_group,Rumor,fill_word,Yes,No,Rumor,NA,1,Rumor_1.mp3,_,.mp3,
87,B_group,Runner,fill_word,Yes,No,Runner,NA,1,Runner_1.mp3,_,.mp3,
88,B_group,Sailor,fill_word,Yes,No,Sailor,NA,1,Sailor_1.mp3,_,.mp3,
89,B_group,Seal,fill_word,Yes,No,Seal,NA,1,Seal_1.mp3,_,.mp3,
90,B_group,Shell,fill_word,Yes,No,Shell,NA,1,Shell_1.mp3,_,.mp3,
91,B_group,Similar,fill_word,Yes,No,Similar,NA,1,Similar_1.mp3,_,.mp3,
92,B_group,Soil,fill_word,Yes,No,Soil,NA,1,Soil_1.mp3,_,.mp3,
93,B_group,Valley,fill_word,Yes,No,Valley,NA,1,Valley_1.mp3,_,.mp3,
94,B_group,Vary,fill_word,Yes,No,Vary,NA,1,Vary_1.mp3,_,.mp3,
95,B_group,Venue,fill_word,Yes,No,Venue,NA,1,Venue_1.mp3,_,.mp3,
96,B_group,Violin,fill_word,Yes,No,Violin,NA,1,Violin_1.mp3,_,.mp3,
97,B_group,Volume,fill_word,Yes,No,Volume,NA,1,Volume_1.mp3,_,.mp3,
98,B_group,Sewer,fill_word,Yes,No,Sewer,NA,1,Sewer_1.mp3,_,.mp3,
99,B_group,Swear,fill_word,Yes,No,Swear,NA,1,Swear_1.mp3,_,.mp3,
100,B_group,Throne,fill_word,Yes,No,Throne,NA,1,Throne_1.mp3,_,.mp3,
101,B_group,Alinomy,fill_nonword,Yes,No,Alinomy,NA,1,Alinomy_1.mp3,_,.mp3,
102,B_group,Aller,fill_nonword,Yes,No,Aller,NA,1,Aller_1.mp3,_,.mp3,
103,B_group,Arema,fill_nonword,Yes,No,Arema,NA,1,Arema_1.mp3,_,.mp3,
104,B_group,Chame,fill_nonword,Yes,No,Chame,NA,1,Chame_1.mp3,_,.mp3,
105,B_group,Charle,fill_nonword,Yes,No,Charle,NA,1,Charle_1.mp3,_,.mp3,
106,B_group,Cheel,fill_nonword,Yes,No,Cheel,NA,1,Cheel_1.mp3,_,.mp3,
107,B_group,Churr,fill_nonword,Yes,No,Churr,NA,1,Churr_1.mp3,_,.mp3,
108,B_group,Eamer,fill_nonword,Yes,No,Eamer,NA,1,Eamer_1.mp3,_,.mp3,
109,B_group,Eelam,fill_nonword,Yes,No,Eelam,NA,1,Eelam_1.mp3,_,.mp3,
110,B_group,Elammer,fill_nonword,Yes,No,Elammer,NA,1,Elammer_1.mp3,_,.mp3,
111,B_group,Enlow,fill_nonword,Yes,No,Enlow,NA,1,Enlow_1.mp3,_,.mp3,
112,B_group,Eynam,fill_nonword,Yes,No,Eynam,NA,1,Eynam_1.mp3,_,.mp3,
113,B_group,Fairdon,fill_nonword,Yes,No,Fairdon,NA,1,Fairdon_1.mp3,_,.mp3,
114,B_group,Feen,fill_nonword,Yes,No,Feen,NA,1,Feen_1.mp3,_,.mp3,
115,B_group,Felmy,fill_nonword,Yes,No,Felmy,NA,1,Felmy_1.mp3,_,.mp3,
116,B_group,Fime,fill_nonword,Yes,No,Fime,NA,1,Fime_1.mp3,_,.mp3,
117,B_group,Finneran,fill_nonword,Yes,No,Finneran,NA,1,Finneran_1.mp3,_,.mp3,
118,B_group,Flangle,fill_nonword,Yes,No,Flangle,NA,1,Flangle_1.mp3,_,.mp3,
119,B_group,Fonnow,fill_nonword,Yes,No,Fonnow,NA,1,Fonnow_1.mp3,_,.mp3,
120,B_group,Foon,fill_nonword,Yes,No,Foon,NA,1,Foon_1.mp3,_,.mp3,
121,B_group,Hallen,fill_nonword,Yes,No,Hallen,NA,1,Hallen_1.mp3,_,.mp3,
122,B_group,Hame,fill_nonword,Yes,No,Hame,NA,1,Hame_1.mp3,_,.mp3,
123,B_group,Harl,fill_nonword,Yes,No,Harl,NA,1,Harl_1.mp3,_,.mp3,
124,B_group,Harn,fill_nonword,Yes,No,Harn,NA,1,Harn_1.mp3,_,.mp3,
125,B_group,Harnomy,fill_nonword,Yes,No,Harnomy,NA,1,Harnomy_1.mp3,_,.mp3,
126,B_group,Heln,fill_nonword,Yes,No,Heln,NA,1,Heln_1.mp3,_,.mp3,
127,B_group,Hemmerle,fill_nonword,Yes,No,Hemmerle,NA,1,Hemmerle_1.mp3,_,.mp3,
128,B_group,Hemmery,fill_nonword,Yes,No,Hemmery,NA,1,Hemmery_1.mp3,_,.mp3,
129,B_group,Heon,fill_nonword,Yes,No,Heon,NA,1,Heon_1.mp3,_,.mp3,
130,B_group,Heyn,fill_nonword,Yes,No,Heyn,NA,1,Heyn_1.mp3,_,.mp3,
131,B_group,Hing,fill_nonword,Yes,No,Hing,NA,1,Hing_1.mp3,_,.mp3,
132,B_group,Hino,fill_nonword,Yes,No,Hino,NA,1,Hino_1.mp3,_,.mp3,
133,B_group,Hollin,fill_nonword,Yes,No,Hollin,NA,1,Hollin_1.mp3,_,.mp3,
134,B_group,Hoy,fill_nonword,Yes,No,Hoy,NA,1,Hoy_1.mp3,_,.mp3,
135,B_group,Hurn,fill_nonword,Yes,No,Hurn,NA,1,Hurn_1.mp3,_,.mp3,
136,B_group,Immel,fill_nonword,Yes,No,Immel,NA,1,Immel_1.mp3,_,.mp3,
137,B_group,Jare,fill_nonword,Yes,No,Jare,NA,1,Jare_1.mp3,_,.mp3,
138,B_group,Jeel,fill_nonword,Yes,No,Jeel,NA,1,Jeel_1.mp3,_,.mp3,
139,B_group,Jum,fill_nonword,Yes,No,Jum,NA,1,Jum_1.mp3,_,.mp3,
140,B_group,Jurio,fill_nonword,Yes,No,Jurio,NA,1,Jurio_1.mp3,_,.mp3,
141,B_group,Lahm,fill_nonword,Yes,No,Lahm,NA,1,Lahm_1.mp3,_,.mp3,
142,B_group,Lail,fill_nonword,Yes,No,Lail,NA,1,Lail_1.mp3,_,.mp3,
143,B_group,Lamurre,fill_nonword,Yes,No,Lamurre,NA,1,Lamurre_1.mp3,_,.mp3,
144,B_group,Lar,fill_nonword,Yes,No,Lar,NA,1,Lar_1.mp3,_,.mp3,
145,B_group,Larrow,fill_nonword,Yes,No,Larrow,NA,1,Larrow_1.mp3,_,.mp3,
146,B_group,Lemmela,fill_nonword,Yes,No,Lemmela,NA,1,Lemmela_1.mp3,_,.mp3,
147,B_group,Lennim,fill_nonword,Yes,No,Lennim,NA,1,Lennim_1.mp3,_,.mp3,
148,B_group,Leonie,fill_nonword,Yes,No,Leonie,NA,1,Leonie_1.mp3,_,.mp3,
149,B_group,Lermie,fill_nonword,Yes,No,Lermie,NA,1,Lermie_1.mp3,_,.mp3,
150,B_group,Loanler,fill_nonword,Yes,No,Loanler,NA,1,Loanler_1.mp3,_,.mp3,
151,B_group,Loff,fill_nonword,Yes,No,Loff,NA,1,Loff_1.mp3,_,.mp3,
152,B_group,Lum,fill_nonword,Yes,No,Lum,NA,1,Lum_1.mp3,_,.mp3,
153,B_group,Mallon,fill_nonword,Yes,No,Mallon,NA,1,Mallon_1.mp3,_,.mp3,
154,B_group,Mang,fill_nonword,Yes,No,Mang,NA,1,Mang_1.mp3,_,.mp3,
155,B_group,Mannow,fill_nonword,Yes,No,Mannow,NA,1,Mannow_1.mp3,_,.mp3,
156,B_group,Marn,fill_nonword,Yes,No,Marn,NA,1,Marn_1.mp3,_,.mp3,
157,B_group,Mawen,fill_nonword,Yes,No,Mawen,NA,1,Mawen_1.mp3,_,.mp3,
158,B_group,Mawn,fill_nonword,Yes,No,Mawn,NA,1,Mawn_1.mp3,_,.mp3,
159,B_group,Mayin,fill_nonword,Yes,No,Mayin,NA,1,Mayin_1.mp3,_,.mp3,
160,B_group,Memmel,fill_nonword,Yes,No,Memmel,NA,1,Memmel_1.mp3,_,.mp3,
161,B_group,Mewry,fill_nonword,Yes,No,Mewry,NA,1,Mewry_1.mp3,_,.mp3,
162,B_group,Minnin,fill_nonword,Yes,No,Minnin,NA,1,Minnin_1.mp3,_,.mp3,
163,B_group,Morial,fill_nonword,Yes,No,Morial,NA,1,Morial_1.mp3,_,.mp3,
164,B_group,Moyer,fill_nonword,Yes,No,Moyer,NA,1,Moyer_1.mp3,_,.mp3,
165,B_group,Mun,fill_nonword,Yes,No,Mun,NA,1,Mun_1.mp3,_,.mp3,
166,B_group,Munnel,fill_nonword,Yes,No,Munnel,NA,1,Munnel_1.mp3,_,.mp3,
167,B_group,Nallow,fill_nonword,Yes,No,Nallow,NA,1,Nallow_1.mp3,_,.mp3,
168,B_group,Nellon,fill_nonword,Yes,No,Nellon,NA,1,Nellon_1.mp3,_,.mp3,
169,B_group,Neoma,fill_nonword,Yes,No,Neoma,NA,1,Neoma_1.mp3,_,.mp3,
170,B_group,Ner,fill_nonword,Yes,No,Ner,NA,1,Ner_1.mp3,_,.mp3,
171,B_group,Norlin,fill_nonword,Yes,No,Norlin,NA,1,Norlin_1.mp3,_,.mp3,
172,B_group,Noron,fill_nonword,Yes,No,Noron,NA,1,Noron_1.mp3,_,.mp3,
173,B_group,Noy,fill_nonword,Yes,No,Noy,NA,1,Noy_1.mp3,_,.mp3,
174,B_group,Orn,fill_nonword,Yes,No,Orn,NA,1,Orn_1.mp3,_,.mp3,
175,B_group,Rame,fill_nonword,Yes,No,Rame,NA,1,Rame_1.mp3,_,.mp3,
176,B_group,Rannel,fill_nonword,Yes,No,Rannel,NA,1,Rannel_1.mp3,_,.mp3,
177,B_group,Rawl,fill_nonword,Yes,No,Rawl,NA,1,Rawl_1.mp3,_,.mp3,
178,B_group,Reen,fill_nonword,Yes,No,Reen,NA,1,Reen_1.mp3,_,.mp3,
179,B_group,Rhinen,fill_nonword,Yes,No,Rhinen,NA,2,Rhinen_2.mp3,_,.mp3,
180,B_group,Ria,fill_nonword,Yes,No,Ria,NA,1,Ria_1.mp3,_,.mp3,
181,B_group,Saln,fill_nonword,Yes,No,Saln,NA,1,Saln_1.mp3,_,.mp3,
182,B_group,Sare,fill_nonword,Yes,No,Sare,NA,1,Sare_1.mp3,_,.mp3,
183,B_group,Selmer,fill_nonword,Yes,No,Selmer,NA,1,Selmer_1.mp3,_,.mp3,
184,B_group,Siller,fill_nonword,Yes,No,Siller,NA,1,Siller_1.mp3,_,.mp3,
185,B_group,Slomb,fill_nonword,Yes,No,Slomb,NA,1,Slomb_1.mp3,_,.mp3,
186,B_group,Smong,fill_nonword,Yes,No,Smong,NA,1,Smong_1.mp3,_,.mp3,
187,B_group,Snoll,fill_nonword,Yes,No,Snoll,NA,1,Snoll_1.mp3,_,.mp3,
188,B_group,Snyre,fill_nonword,Yes,No,Snyre,NA,1,Snyre_1.mp3,_,.mp3,
189,B_group,Somb,fill_nonword,Yes,No,Somb,NA,1,Somb_1.mp3,_,.mp3,
190,B_group,Thim,fill_nonword,Yes,No,Thim,NA,1,Thim_1.mp3,_,.mp3,
191,B_group,Threen,fill_nonword,Yes,No,Threen,NA,1,Threen_1.mp3,_,.mp3,
192,B_group,Vainyl,fill_nonword,Yes,No,Vainyl,NA,1,Vainyl_1.mp3,_,.mp3,
193,B_group,Vallon,fill_nonword,Yes,No,Vallon,NA,1,Vallon_1.mp3,_,.mp3,
194,B_group,Vunn,fill_nonword,Yes,No,Vunn,NA,1,Vunn_1.mp3,_,.mp3,
195,B_group,Werro,fill_nonword,Yes,No,Werro,NA,1,Werro_1.mp3,_,.mp3,
196,B_group,Winal,fill_nonword,Yes,No,Winal,NA,1,Winal_1.mp3,_,.mp3,
197,B_group,Woony,fill_nonword,Yes,No,Woony,NA,1,Woony_1.mp3,_,.mp3,
198,B_group,Wyan,fill_nonword,Yes,No,Wyan,NA,1,Wyan_1.mp3,_,.mp3,
199,B_group,Yorn,fill_nonword,Yes,No,Yorn,NA,1,Yorn_1.mp3,_,.mp3,
200,B_group,Ven,fill_nonword,Yes,No,Ven,NA,1,Ven_1.mp3,_,.mp3,
