group,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,tone_step,path,code
control,exposure,crit_unamb,Ballerina,NA,1,1,2,Ballerina,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Ballerina_Pallerina_1_30.wav,1
control,exposure,crit_unamb,Balloon,NA,0,0,0,Enlarge,no,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Balloon_Palloon_1_30.wav,2
control,exposure,crit_unamb,Baloney,NA,1,1,2,Baloney,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Baloney_Paloney_1_30.wav,3
control,exposure,crit_unamb,Banana,NA,1,1,2,Banana,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Banana_Panana_1_30.wav,4
control,exposure,crit_unamb,Barely,NA,1,1,2,Barely,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Barely_Parely_1_30.wav,5
control,exposure,crit_unamb,Barn,NA,0,1,1,Bark,no,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Barn_Parn_1_30.wav,6
control,exposure,crit_unamb,Barren,NA,1,1,2,Barren,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Barren_Parren_3_30.wav,7
control,exposure,crit_unamb,Belly,NA,0,1,1,Berry,no,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Belly_Pelly_3_30.wav,8
control,exposure,crit_unamb,Benign,NA,1,1,2,Benign,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Benign_Penign_1_30.wav,9
control,exposure,crit_unamb,Biannual,NA,1,1,2,Biannual,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Biannual_Piannual_1_30.wav,10
control,exposure,crit_unamb,Billion,NA,0,1,1,Bitter,no,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Billion_Pillion_1_30.wav,11
control,exposure,crit_unamb,Billionaire,NA,1,1,2,Billionaire,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Billionaire_Pillionaire_1_30.wav,12
control,exposure,crit_unamb,Blue,NA,0,0,0,Colleague,no,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Blue_Plue_1_30.wav,13
control,exposure,crit_unamb,Boil,NA,1,1,2,Boil,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Boil_Poil_1_30.wav,14
control,exposure,crit_unamb,Boom,NA,1,1,2,Boom,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Boom_Poom_1_30.wav,15
control,exposure,crit_unamb,Brain,NA,1,1,2,Brain,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Brain_Prain_1_30.wav,16
control,exposure,crit_unamb,Brewery,NA,1,1,2,Brewery,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Brewery_Prewery_3_30.wav,17
control,exposure,crit_unamb,Brown,NA,1,1,2,Brown,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Brown_Prown_1_30.wav,18
control,exposure,crit_unamb,Burial,NA,1,1,2,Burial,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Burial_Purial_1_30.wav,19
control,exposure,crit_unamb,Burrow,NA,1,1,2,Burrow,yes,1,NA,NA,NA,SAME,DIFFERENT,30,NA,audio/unambiguous_b/Burrow_Purrow_1_30.wav,20
control,exposure,crit_unamb,Parallel,NA,1,1,2,Parallel,yes,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Barallel_Parallel_4_00.wav,21
control,exposure,crit_unamb,Parlor,NA,0,0,0,Neutral,no,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Barlor_Parlor_4_00.wav,22
control,exposure,crit_unamb,Pawn,NA,1,1,2,Pawn,yes,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Bawn_Pawn_2_00.wav,23
control,exposure,crit_unamb,Peninsula,NA,1,1,2,Peninsula,yes,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Beninsula_Peninsula_2_00.wav,24
control,exposure,crit_unamb,Perform,NA,1,1,2,Perform,yes,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Berform_Perform_2_00.wav,25
control,exposure,crit_unamb,Pioneer,NA,0,1,1,Pillow,no,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Bioneer_Pioneer_4_00.wav,26
control,exposure,crit_unamb,Planner,NA,1,1,2,Planner,yes,1,NA,NA,NA,SAME,DIFFERENT,0,NA,audio/unambiguous_p/Blanner_Planner_2_00.wav,27
