group,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,tone_step,path,code
b_group,exposure,fill_word,Aware,NA,0,1,1,Arrest,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Aware_1.wav,47
b_group,exposure,fill_word,Enemy,NA,0,1,1,Energy,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Enemy_1.wav,48
b_group,exposure,fill_word,Ensure,NA,1,1,2,Ensure,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Ensure_1.wav,49
b_group,exposure,fill_word,Error,NA,0,0,0,Lonely,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Error_1.wav,50
b_group,exposure,fill_word,Eye,NA,0,0,0,Verdict,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Eye_1.wav,51
b_group,exposure,fill_word,Failure,NA,1,1,2,Failure,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Failure_1.wav,52
b_group,exposure,fill_word,Famous,NA,0,0,0,Loss,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Famous_1.wav,53
b_group,exposure,fill_word,Flower,NA,0,1,1,Flourish,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Flower_1.wav,54
b_group,exposure,fill_word,Frame,NA,0,1,1,Frown,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Frame_1.wav,55
b_group,exposure,fill_word,Funnel,NA,0,0,0,Deny,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Funnel_1.wav,56
b_group,exposure,fill_word,Hallway,NA,0,1,1,Harvest,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Hallway_1.wav,57
b_group,exposure,fill_word,Hang,NA,1,1,2,Hang,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Hang_1.wav,58
b_group,exposure_set,fill_word,Harmony,NA,0,1,1,Habitat,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Harmony_1.wav,59
b_group,exposure,fill_word,Hill,NA,1,1,2,Hill,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Hill_1.wav,60
b_group,exposure,fill_word,Hole,NA,0,1,1,Hurl,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Hole_1.wav,61
b_group,exposure,fill_word,Horn,NA,0,1,1,Heel,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Horn_1.wav,62
b_group,exposure,fill_word,Jelly,NA,1,1,2,Jelly,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Jelly_2.wav,63
b_group,exposure,fill_word,Jewel,NA,0,0,0,Tribute,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Jewel_1.wav,64
b_group,exposure,fill_word,Lawyer,NA,0,0,0,Advice,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Lawyer_1.wav,65
b_group,exposure,fill_word,Layer,NA,1,1,2,Layer,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Layer_1.wav,66
b_group,exposure,fill_word,Learning,NA,1,1,2,Learning,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Learning_1.wav,67
b_group,exposure,fill_word,Low,NA,1,1,2,Low,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Low_1.wav,68
b_group,exposure,fill_word,Main,NA,0,1,1,Maid,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Main_1.wav,69
b_group,exposure,fill_word,Marine,NA,0,1,1,Mature,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Marine_1.wav,70
b_group,exposure,fill_word,Memory,NA,1,1,2,Memory,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Memory_1.wav,71
b_group,exposure,fill_word,Money,NA,1,1,2,Money,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Money_1.wav,72
b_group,exposure,fill_word,Name,NA,0,0,0,Favor,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Name_1.wav,73
b_group,exposure,fill_word,Narrow,NA,0,0,0,Ankle,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Narrow_1.wav,74
b_group,exposure,fill_word,Normal,NA,0,1,1,Nervous,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Normal_2.wav,75
b_group,exposure,fill_word,Nun,NA,1,1,2,Nun,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Nun_1.wav,76
b_group,exposure,fill_word,Phenomenon,NA,0,0,0,Replace,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Phenomenon_1.wav,77
b_group,exposure,fill_word,Rally,NA,0,0,0,Knowledge,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Rally_1.wav,78
b_group,exposure,fill_word,Range,NA,0,0,0,Spirit,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Range_1.wav,79
b_group,exposure_set,fill_word,Real,NA,1,1,2,Real,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Real_1.wav,80
b_group,exposure,fill_word,Reign,NA,0,0,0,Kettle,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Reign_1.wav,81
b_group,exposure,fill_word,Ring,NA,0,0,0,Retreat,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Ring_1.wav,82
b_group,exposure,fill_word,Roar,NA,1,1,2,Roar,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Roar_1.wav,83
b_group,exposure,fill_word,Royal,NA,0,1,1,Refund,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Royal_1.wav,84
b_group,exposure,fill_word,Ruin,NA,1,1,2,Ruin,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Ruin_1.wav,85
b_group,exposure,fill_word,Rumor,NA,1,1,2,Rumor,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Rumor_1.wav,86
b_group,exposure,fill_word,Runner,NA,0,1,1,River,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Runner_1.wav,87
b_group,exposure,fill_word,Sailor,NA,0,0,0,Mine,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Sailor_1.wav,88
b_group,exposure,fill_word,Seal,NA,0,0,0,Chorus,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Seal_1.wav,89
b_group,exposure,fill_word,Shell,NA,0,0,0,Major,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Shell_1.wav,90
b_group,exposure,fill_word,Similar,NA,0,1,1,Seminar,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Similar_1.wav,91
b_group,exposure,fill_word,Soil,NA,0,1,1,Spoil,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Soil_1.wav,92
b_group,exposure,fill_word,Valley,NA,0,0,0,Greeting,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Valley_1.wav,93
b_group,exposure,fill_word,Vary,NA,1,1,2,Vary,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Vary_1.wav,94
b_group,exposure,fill_word,Venue,NA,0,1,1,Vessel,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Venue_1.wav,95
b_group,exposure_set,fill_word,Violin,NA,1,1,2,Violin,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Violin_1.wav,96
b_group,exposure,fill_word,Volume,NA,0,0,0,Physical,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Volume_1.wav,97
b_group,exposure,fill_word,Sewer,NA,0,0,0,Layout,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Sewer_1.wav,98
b_group,exposure,fill_word,Swear,NA,0,0,0,Remark,no,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Swear_1.wav,99
b_group,exposure,fill_word,Throne,NA,1,1,2,Throne,yes,1,NA,NA,NA,SAME,DIFFERENT,NA,NA,audio/filler/Throne_1.wav,100
b_group,test,BP_test,AAB_AAP_1_0,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,0,NA,audio/syllables_BP/AAB_AAP_1_0.wav,101
b_group,test,BP_test,AAB_AAP_1_3,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,3,NA,audio/syllables_BP/AAB_AAP_1_3.wav,102
b_group,test,BP_test,AAB_AAP_1_5,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,5,NA,audio/syllables_BP/AAB_AAP_1_5.wav,103
b_group,test,BP_test,AAB_AAP_1_7,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,7,NA,audio/syllables_BP/AAB_AAP_1_7.wav,104
b_group,test,BP_test,AAB_AAP_1_9,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,9,NA,audio/syllables_BP/AAB_AAP_1_9.wav,105
b_group,test,BP_test,AAB_AAP_1_10,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,10,NA,audio/syllables_BP/AAB_AAP_1_10.wav,106
b_group,test,BP_test,AAB_AAP_1_11,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,11,NA,audio/syllables_BP/AAB_AAP_1_11.wav,107
b_group,test,BP_test,AAB_AAP_1_13,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,13,NA,audio/syllables_BP/AAB_AAP_1_13.wav,108
b_group,test,BP_test,AAB_AAP_1_17,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,17,NA,audio/syllables_BP/AAB_AAP_1_17.wav,109
b_group,test,BP_test,AAB_AAP_1_23,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,23,NA,audio/syllables_BP/AAB_AAP_1_23.wav,110
b_group,test,BP_test,AAB_AAP_1_30,AA,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,30,NA,audio/syllables_BP/AAB_AAP_1_30.wav,111
b_group,test,BP_test,AHB_AHP_3_0,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,0,NA,audio/syllables_BP/AHB_AHP_3_0.wav,112
b_group,test,BP_test,AHB_AHP_3_3,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,3,NA,audio/syllables_BP/AHB_AHP_3_3.wav,113
b_group,test,BP_test,AHB_AHP_3_5,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,5,NA,audio/syllables_BP/AHB_AHP_3_5.wav,114
b_group,test,BP_test,AHB_AHP_3_7,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,7,NA,audio/syllables_BP/AHB_AHP_3_7.wav,115
b_group,test,BP_test,AHB_AHP_3_9,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,9,NA,audio/syllables_BP/AHB_AHP_3_9.wav,116
b_group,test,BP_test,AHB_AHP_3_10,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,10,NA,audio/syllables_BP/AHB_AHP_3_10.wav,117
b_group,test,BP_test,AHB_AHP_3_11,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,11,NA,audio/syllables_BP/AHB_AHP_3_11.wav,118
b_group,test,BP_test,AHB_AHP_3_13,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,13,NA,audio/syllables_BP/AHB_AHP_3_13.wav,119
b_group,test,BP_test,AHB_AHP_3_17,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,17,NA,audio/syllables_BP/AHB_AHP_3_17.wav,120
b_group,test,BP_test,AHB_AHP_3_23,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,23,NA,audio/syllables_BP/AHB_AHP_3_23.wav,121
b_group,test,BP_test,AHB_AHP_3_30,AH,NA,NA,NA,NA,NA,1,10,B,P,NA,NA,30,NA,audio/syllables_BP/AHB_AHP_3_30.wav,122
b_group,test,BP_test,IHB_IHP_5_0,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,0,NA,audio/syllables_BP/IHB_IHP_5_0.wav,123
b_group,test,BP_test,IHB_IHP_5_2,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,2,NA,audio/syllables_BP/IHB_IHP_5_2.wav,124
b_group,test,BP_test,IHB_IHP_5_4,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,4,NA,audio/syllables_BP/IHB_IHP_5_4.wav,125
b_group,test,BP_test,IHB_IHP_5_5,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,5,NA,audio/syllables_BP/IHB_IHP_5_5.wav,126
b_group,test,BP_test,IHB_IHP_5_6,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,6,NA,audio/syllables_BP/IHB_IHP_5_6.wav,127
b_group,test,BP_test,IHB_IHP_5_7,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,7,NA,audio/syllables_BP/IHB_IHP_5_7.wav,128
b_group,test,BP_test,IHB_IHP_5_9,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,9,NA,audio/syllables_BP/IHB_IHP_5_9.wav,129
b_group,test,BP_test,IHB_IHP_5_11,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,11,NA,audio/syllables_BP/IHB_IHP_5_11.wav,130
b_group,test,BP_test,IHB_IHP_5_15,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,15,NA,audio/syllables_BP/IHB_IHP_5_15.wav,131
b_group,test,BP_test,IHB_IHP_5_22,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,22,NA,audio/syllables_BP/IHB_IHP_5_22.wav,132
b_group,test,BP_test,IHB_IHP_5_30,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,30,NA,audio/syllables_BP/IHB_IHP_5_30.wav,133
b_group,test,BP_test,UHB_UHP_5_0,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,0,NA,audio/syllables_BP/UHB_UHP_5_0.wav,134
b_group,test,BP_test,UHB_UHP_5_2,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,2,NA,audio/syllables_BP/UHB_UHP_5_2.wav,135
b_group,test,BP_test,UHB_UHP_5_4,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,4,NA,audio/syllables_BP/UHB_UHP_5_4.wav,136
b_group,test,BP_test,UHB_UHP_5_5,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,5,NA,audio/syllables_BP/UHB_UHP_5_5.wav,137
b_group,test,BP_test,UHB_UHP_5_6,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,6,NA,audio/syllables_BP/UHB_UHP_5_6.wav,138
b_group,test,BP_test,UHB_UHP_5_7,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,7,NA,audio/syllables_BP/UHB_UHP_5_7.wav,139
b_group,test,BP_test,UHB_UHP_5_9,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,9,NA,audio/syllables_BP/UHB_UHP_5_9.wav,140
b_group,test,BP_test,UHB_UHP_5_11,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,11,NA,audio/syllables_BP/UHB_UHP_5_11.wav,141
b_group,test,BP_test,UHB_UHP_5_15,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,15,NA,audio/syllables_BP/UHB_UHP_5_15.wav,142
b_group,test,BP_test,UHB_UHP_5_21,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,21,NA,audio/syllables_BP/UHB_UHP_5_21.wav,143
b_group,test,BP_test,UHB_UHP_5_30,UH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,30,NA,audio/syllables_BP/UHB_UHP_5_30.wav,144
b_group,test,BP_test,AAB_AAP_1_0,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,0,NA,audio/syllables_BP/AAB_AAP_1_0.wav,145
b_group,test,BP_test,AAB_AAP_1_3,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,3,NA,audio/syllables_BP/AAB_AAP_1_3.wav,146
b_group,test,BP_test,AAB_AAP_1_5,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,5,NA,audio/syllables_BP/AAB_AAP_1_5.wav,147
b_group,test,BP_test,AAB_AAP_1_7,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,7,NA,audio/syllables_BP/AAB_AAP_1_7.wav,148
b_group,test,BP_test,AAB_AAP_1_9,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,9,NA,audio/syllables_BP/AAB_AAP_1_9.wav,149
b_group,test,BP_test,AAB_AAP_1_10,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,10,NA,audio/syllables_BP/AAB_AAP_1_10.wav,150
b_group,test,BP_test,AAB_AAP_1_11,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,11,NA,audio/syllables_BP/AAB_AAP_1_11.wav,151
b_group,test,BP_test,AAB_AAP_1_13,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,13,NA,audio/syllables_BP/AAB_AAP_1_13.wav,152
b_group,test,BP_test,AAB_AAP_1_17,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,17,NA,audio/syllables_BP/AAB_AAP_1_17.wav,153
b_group,test,BP_test,AAB_AAP_1_23,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,23,NA,audio/syllables_BP/AAB_AAP_1_23.wav,154
b_group,test,BP_test,AAB_AAP_1_30,AA,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,30,NA,audio/syllables_BP/AAB_AAP_1_30.wav,155
b_group,test,BP_test,AHB_AHP_3_0,AH,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,0,NA,audio/syllables_BP/AHB_AHP_3_0.wav,156
b_group,test,BP_test,AHB_AHP_3_3,AH,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,3,NA,audio/syllables_BP/AHB_AHP_3_3.wav,157
b_group,test,BP_test,AHB_AHP_3_5,AH,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,5,NA,audio/syllables_BP/AHB_AHP_3_5.wav,158
b_group,test,BP_test,AHB_AHP_3_7,AH,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,7,NA,audio/syllables_BP/AHB_AHP_3_7.wav,159
b_group,test,BP_test,AHB_AHP_3_9,AH,NA,NA,NA,NA,NA,2,10,B,P,NA,NA,9,NA,audio/syllables_BP/AHB_AHP_3_9.wav,160
