group,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,path,code
b_group,test_onset,onset_syllable,BAH_PAH_3_00,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,0,audio/onset_syllables/BAH_PAH_3_00.wav,111
b_group,test_onset,onset_syllable,BAH_PAH_3_05,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,5,audio/onset_syllables/BAH_PAH_3_05.wav,112
b_group,test_onset,onset_syllable,BAH_PAH_3_10,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,10,audio/onset_syllables/BAH_PAH_3_10.wav,113
b_group,test_onset,onset_syllable,BAH_PAH_3_15,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,15,audio/onset_syllables/BAH_PAH_3_15.wav,114
b_group,test_onset,onset_syllable,BAH_PAH_3_18,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,18,audio/onset_syllables/BAH_PAH_3_18.wav,115
b_group,test_onset,onset_syllable,BAH_PAH_3_20,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,20,audio/onset_syllables/BAH_PAH_3_20.wav,116
b_group,test_onset,onset_syllable,BAH_PAH_3_22,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,22,audio/onset_syllables/BAH_PAH_3_22.wav,117
b_group,test_onset,onset_syllable,BAH_PAH_3_24,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,24,audio/onset_syllables/BAH_PAH_3_24.wav,118
b_group,test_onset,onset_syllable,BAH_PAH_3_27,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,27,audio/onset_syllables/BAH_PAH_3_27.wav,119
b_group,test_onset,onset_syllable,BAH_PAH_3_30,AH,NA,NA,NA,NA,NA,1,23,B,P,NA,NA,30,audio/onset_syllables/BAH_PAH_3_30.wav,120
b_group,test_onset,onset_syllable,BIH_PIH_1_00,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,0,audio/onset_syllables/BIH_PIH_1_00.wav,121
b_group,test_onset,onset_syllable,BIH_PIH_1_05,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,5,audio/onset_syllables/BIH_PIH_1_05.wav,122
b_group,test_onset,onset_syllable,BIH_PIH_1_10,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,10,audio/onset_syllables/BIH_PIH_1_10.wav,123
b_group,test_onset,onset_syllable,BIH_PIH_1_15,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,15,audio/onset_syllables/BIH_PIH_1_15.wav,124
b_group,test_onset,onset_syllable,BIH_PIH_1_18,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,18,audio/onset_syllables/BIH_PIH_1_18.wav,125
b_group,test_onset,onset_syllable,BIH_PIH_1_20,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,20,audio/onset_syllables/BIH_PIH_1_20.wav,126
b_group,test_onset,onset_syllable,BIH_PIH_1_22,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,22,audio/onset_syllables/BIH_PIH_1_22.wav,127
b_group,test_onset,onset_syllable,BIH_PIH_1_24,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,24,audio/onset_syllables/BIH_PIH_1_24.wav,128
b_group,test_onset,onset_syllable,BIH_PIH_1_27,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,27,audio/onset_syllables/BIH_PIH_1_27.wav,129
b_group,test_onset,onset_syllable,BIH_PIH_1_30,IH,NA,NA,NA,NA,NA,1,16,B,P,NA,NA,30,audio/onset_syllables/BIH_PIH_1_30.wav,130
b_group,test_onset,onset_syllable,BUH_PUH_3_00,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,0,audio/onset_syllables/BUH_PUH_3_00.wav,131
b_group,test_onset,onset_syllable,BUH_PUH_3_05,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,5,audio/onset_syllables/BUH_PUH_3_05.wav,132
b_group,test_onset,onset_syllable,BUH_PUH_3_10,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,10,audio/onset_syllables/BUH_PUH_3_10.wav,133
b_group,test_onset,onset_syllable,BUH_PUH_3_15,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,15,audio/onset_syllables/BUH_PUH_3_15.wav,134
b_group,test_onset,onset_syllable,BUH_PUH_3_18,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,18,audio/onset_syllables/BUH_PUH_3_18.wav,135
b_group,test_onset,onset_syllable,BUH_PUH_3_20,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,20,audio/onset_syllables/BUH_PUH_3_20.wav,136
b_group,test_onset,onset_syllable,BUH_PUH_3_22,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,22,audio/onset_syllables/BUH_PUH_3_22.wav,137
b_group,test_onset,onset_syllable,BUH_PUH_3_24,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,24,audio/onset_syllables/BUH_PUH_3_24.wav,138
b_group,test_onset,onset_syllable,BUH_PUH_3_27,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,27,audio/onset_syllables/BUH_PUH_3_27.wav,139
b_group,test_onset,onset_syllable,BUH_PUH_3_30,UH,NA,NA,NA,NA,NA,1,21,B,P,NA,NA,30,audio/onset_syllables/BUH_PUH_3_30.wav,140
b_group,test_onset,onset_syllable,BAA_PAA_3_00,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,0,audio/onset_syllables/BAA_PAA_3_00.wav,141
b_group,test_onset,onset_syllable,BAA_PAA_3_05,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,5,audio/onset_syllables/BAA_PAA_3_05.wav,142
b_group,test_onset,onset_syllable,BAA_PAA_3_10,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,10,audio/onset_syllables/BAA_PAA_3_10.wav,143
b_group,test_onset,onset_syllable,BAA_PAA_3_15,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,15,audio/onset_syllables/BAA_PAA_3_15.wav,144
b_group,test_onset,onset_syllable,BAA_PAA_3_18,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,18,audio/onset_syllables/BAA_PAA_3_18.wav,145
b_group,test_onset,onset_syllable,BAA_PAA_3_20,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,20,audio/onset_syllables/BAA_PAA_3_20.wav,146
b_group,test_onset,onset_syllable,BAA_PAA_3_22,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,22,audio/onset_syllables/BAA_PAA_3_22.wav,147
b_group,test_onset,onset_syllable,BAA_PAA_3_24,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,24,audio/onset_syllables/BAA_PAA_3_24.wav,148
b_group,test_onset,onset_syllable,BAA_PAA_3_27,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,27,audio/onset_syllables/BAA_PAA_3_27.wav,149
b_group,test_onset,onset_syllable,BAA_PAA_3_30,AA,NA,NA,NA,NA,NA,2,25,B,P,NA,NA,30,audio/onset_syllables/BAA_PAA_3_30.wav,150
b_group,test_onset,onset_syllable,BAH_PAH_3_00,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,0,audio/onset_syllables/BAH_PAH_3_00.wav,151
b_group,test_onset,onset_syllable,BAH_PAH_3_05,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,5,audio/onset_syllables/BAH_PAH_3_05.wav,152
b_group,test_onset,onset_syllable,BAH_PAH_3_10,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,10,audio/onset_syllables/BAH_PAH_3_10.wav,153
b_group,test_onset,onset_syllable,BAH_PAH_3_15,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,15,audio/onset_syllables/BAH_PAH_3_15.wav,154
b_group,test_onset,onset_syllable,BAH_PAH_3_18,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,18,audio/onset_syllables/BAH_PAH_3_18.wav,155
b_group,test_onset,onset_syllable,BAH_PAH_3_20,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,20,audio/onset_syllables/BAH_PAH_3_20.wav,156
b_group,test_onset,onset_syllable,BAH_PAH_3_22,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,22,audio/onset_syllables/BAH_PAH_3_22.wav,157
b_group,test_onset,onset_syllable,BAH_PAH_3_24,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,24,audio/onset_syllables/BAH_PAH_3_24.wav,158
b_group,test_onset,onset_syllable,BAH_PAH_3_27,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,27,audio/onset_syllables/BAH_PAH_3_27.wav,159
b_group,test_onset,onset_syllable,BAH_PAH_3_30,AH,NA,NA,NA,NA,NA,2,23,B,P,NA,NA,30,audio/onset_syllables/BAH_PAH_3_30.wav,160
b_group,test_onset,onset_syllable,BIH_PIH_1_00,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,0,audio/onset_syllables/BIH_PIH_1_00.wav,161
b_group,test_onset,onset_syllable,BIH_PIH_1_05,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,5,audio/onset_syllables/BIH_PIH_1_05.wav,162
