group,phase,type,audio,vowel,match,same_onset,needs_match_onset,visual_target,correct,repetition,normed_midpoint,voiced_sel,voiceless_sel,match_sel,mismatch_sel,step,path,code
control,test_onset,onset_syllable,BIH_PIH_1_18,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,18,audio/onset_syllables/BIH_PIH_1_18.wav,165
control,test_onset,onset_syllable,BIH_PIH_1_20,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,20,audio/onset_syllables/BIH_PIH_1_20.wav,166
control,test_onset,onset_syllable,BIH_PIH_1_22,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,22,audio/onset_syllables/BIH_PIH_1_22.wav,167
control,test_onset,onset_syllable,BIH_PIH_1_24,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,24,audio/onset_syllables/BIH_PIH_1_24.wav,168
control,test_onset,onset_syllable,BIH_PIH_1_27,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,27,audio/onset_syllables/BIH_PIH_1_27.wav,169
control,test_onset,onset_syllable,BIH_PIH_1_30,IH,NA,NA,NA,NA,NA,2,16,B,P,NA,NA,30,audio/onset_syllables/BIH_PIH_1_30.wav,170
control,test_onset,onset_syllable,BUH_PUH_3_00,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,0,audio/onset_syllables/BUH_PUH_3_00.wav,171
control,test_onset,onset_syllable,BUH_PUH_3_05,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,5,audio/onset_syllables/BUH_PUH_3_05.wav,172
control,test_onset,onset_syllable,BUH_PUH_3_10,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,10,audio/onset_syllables/BUH_PUH_3_10.wav,173
control,test_onset,onset_syllable,BUH_PUH_3_15,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,15,audio/onset_syllables/BUH_PUH_3_15.wav,174
control,test_onset,onset_syllable,BUH_PUH_3_18,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,18,audio/onset_syllables/BUH_PUH_3_18.wav,175
control,test_onset,onset_syllable,BUH_PUH_3_20,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,20,audio/onset_syllables/BUH_PUH_3_20.wav,176
control,test_onset,onset_syllable,BUH_PUH_3_22,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,22,audio/onset_syllables/BUH_PUH_3_22.wav,177
control,test_onset,onset_syllable,BUH_PUH_3_24,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,24,audio/onset_syllables/BUH_PUH_3_24.wav,178
control,test_onset,onset_syllable,BUH_PUH_3_27,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,27,audio/onset_syllables/BUH_PUH_3_27.wav,179
control,test_onset,onset_syllable,BUH_PUH_3_30,UH,NA,NA,NA,NA,NA,2,21,B,P,NA,NA,30,audio/onset_syllables/BUH_PUH_3_30.wav,180
control,test_onset,onset_syllable,BAA_PAA_3_00,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,0,audio/onset_syllables/BAA_PAA_3_00.wav,181
control,test_onset,onset_syllable,BAA_PAA_3_05,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,5,audio/onset_syllables/BAA_PAA_3_05.wav,182
control,test_onset,onset_syllable,BAA_PAA_3_10,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,10,audio/onset_syllables/BAA_PAA_3_10.wav,183
control,test_onset,onset_syllable,BAA_PAA_3_15,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,15,audio/onset_syllables/BAA_PAA_3_15.wav,184
control,test_onset,onset_syllable,BAA_PAA_3_18,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,18,audio/onset_syllables/BAA_PAA_3_18.wav,185
control,test_onset,onset_syllable,BAA_PAA_3_20,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,20,audio/onset_syllables/BAA_PAA_3_20.wav,186
control,test_onset,onset_syllable,BAA_PAA_3_22,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,22,audio/onset_syllables/BAA_PAA_3_22.wav,187
control,test_onset,onset_syllable,BAA_PAA_3_24,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,24,audio/onset_syllables/BAA_PAA_3_24.wav,188
control,test_onset,onset_syllable,BAA_PAA_3_27,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,27,audio/onset_syllables/BAA_PAA_3_27.wav,189
control,test_onset,onset_syllable,BAA_PAA_3_30,AA,NA,NA,NA,NA,NA,3,25,B,P,NA,NA,30,audio/onset_syllables/BAA_PAA_3_30.wav,190
control,test_onset,onset_syllable,BAH_PAH_3_00,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,0,audio/onset_syllables/BAH_PAH_3_00.wav,191
control,test_onset,onset_syllable,BAH_PAH_3_05,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,5,audio/onset_syllables/BAH_PAH_3_05.wav,192
control,test_onset,onset_syllable,BAH_PAH_3_10,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,10,audio/onset_syllables/BAH_PAH_3_10.wav,193
control,test_onset,onset_syllable,BAH_PAH_3_15,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,15,audio/onset_syllables/BAH_PAH_3_15.wav,194
control,test_onset,onset_syllable,BAH_PAH_3_18,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,18,audio/onset_syllables/BAH_PAH_3_18.wav,195
control,test_onset,onset_syllable,BAH_PAH_3_20,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,20,audio/onset_syllables/BAH_PAH_3_20.wav,196
control,test_onset,onset_syllable,BAH_PAH_3_22,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,22,audio/onset_syllables/BAH_PAH_3_22.wav,197
control,test_onset,onset_syllable,BAH_PAH_3_24,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,24,audio/onset_syllables/BAH_PAH_3_24.wav,198
control,test_onset,onset_syllable,BAH_PAH_3_27,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,27,audio/onset_syllables/BAH_PAH_3_27.wav,199
control,test_onset,onset_syllable,BAH_PAH_3_30,AH,NA,NA,NA,NA,NA,3,23,B,P,NA,NA,30,audio/onset_syllables/BAH_PAH_3_30.wav,200
control,test_onset,onset_syllable,BIH_PIH_1_00,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,0,audio/onset_syllables/BIH_PIH_1_00.wav,201
control,test_onset,onset_syllable,BIH_PIH_1_05,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,5,audio/onset_syllables/BIH_PIH_1_05.wav,202
control,test_onset,onset_syllable,BIH_PIH_1_10,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,10,audio/onset_syllables/BIH_PIH_1_10.wav,203
control,test_onset,onset_syllable,BIH_PIH_1_15,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,15,audio/onset_syllables/BIH_PIH_1_15.wav,204
control,test_onset,onset_syllable,BIH_PIH_1_18,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,18,audio/onset_syllables/BIH_PIH_1_18.wav,205
control,test_onset,onset_syllable,BIH_PIH_1_20,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,20,audio/onset_syllables/BIH_PIH_1_20.wav,206
control,test_onset,onset_syllable,BIH_PIH_1_22,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,22,audio/onset_syllables/BIH_PIH_1_22.wav,207
control,test_onset,onset_syllable,BIH_PIH_1_24,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,24,audio/onset_syllables/BIH_PIH_1_24.wav,208
control,test_onset,onset_syllable,BIH_PIH_1_27,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,27,audio/onset_syllables/BIH_PIH_1_27.wav,209
control,test_onset,onset_syllable,BIH_PIH_1_30,IH,NA,NA,NA,NA,NA,3,16,B,P,NA,NA,30,audio/onset_syllables/BIH_PIH_1_30.wav,210
control,test_onset,onset_syllable,BUH_PUH_3_00,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,0,audio/onset_syllables/BUH_PUH_3_00.wav,211
control,test_onset,onset_syllable,BUH_PUH_3_05,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,5,audio/onset_syllables/BUH_PUH_3_05.wav,212
control,test_onset,onset_syllable,BUH_PUH_3_10,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,10,audio/onset_syllables/BUH_PUH_3_10.wav,213
control,test_onset,onset_syllable,BUH_PUH_3_15,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,15,audio/onset_syllables/BUH_PUH_3_15.wav,214
control,test_onset,onset_syllable,BUH_PUH_3_18,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,18,audio/onset_syllables/BUH_PUH_3_18.wav,215
control,test_onset,onset_syllable,BUH_PUH_3_20,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,20,audio/onset_syllables/BUH_PUH_3_20.wav,216
control,test_onset,onset_syllable,BUH_PUH_3_22,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,22,audio/onset_syllables/BUH_PUH_3_22.wav,217
control,test_onset,onset_syllable,BUH_PUH_3_24,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,24,audio/onset_syllables/BUH_PUH_3_24.wav,218
control,test_onset,onset_syllable,BUH_PUH_3_27,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,27,audio/onset_syllables/BUH_PUH_3_27.wav,219
control,test_onset,onset_syllable,BUH_PUH_3_30,UH,NA,NA,NA,NA,NA,3,21,B,P,NA,NA,30,audio/onset_syllables/BUH_PUH_3_30.wav,220
control,test_coda,coda_syllable,AAB_AAP_1_00,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,0,audio/coda_syllables/AAB_AAP_1_00.wav,221
control,test_coda,coda_syllable,AAB_AAP_1_04,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,4,audio/coda_syllables/AAB_AAP_1_04.wav,222
control,test_coda,coda_syllable,AAB_AAP_1_07,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,7,audio/coda_syllables/AAB_AAP_1_07.wav,223
control,test_coda,coda_syllable,AAB_AAP_1_09,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,9,audio/coda_syllables/AAB_AAP_1_09.wav,224
control,test_coda,coda_syllable,AAB_AAP_1_11,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,11,audio/coda_syllables/AAB_AAP_1_11.wav,225
control,test_coda,coda_syllable,AAB_AAP_1_13,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,13,audio/coda_syllables/AAB_AAP_1_13.wav,226
control,test_coda,coda_syllable,AAB_AAP_1_16,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,16,audio/coda_syllables/AAB_AAP_1_16.wav,227
control,test_coda,coda_syllable,AAB_AAP_1_20,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,20,audio/coda_syllables/AAB_AAP_1_20.wav,228
control,test_coda,coda_syllable,AAB_AAP_1_25,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,25,audio/coda_syllables/AAB_AAP_1_25.wav,229
control,test_coda,coda_syllable,AAB_AAP_1_30,AA,NA,NA,NA,NA,NA,1,11,B,P,NA,NA,30,audio/coda_syllables/AAB_AAP_1_30.wav,230
control,test_coda,coda_syllable,AHB_AHP_3_00,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,0,audio/coda_syllables/AHB_AHP_3_00.wav,231
control,test_coda,coda_syllable,AHB_AHP_3_04,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,4,audio/coda_syllables/AHB_AHP_3_04.wav,232
control,test_coda,coda_syllable,AHB_AHP_3_07,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,7,audio/coda_syllables/AHB_AHP_3_07.wav,233
control,test_coda,coda_syllable,AHB_AHP_3_09,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,9,audio/coda_syllables/AHB_AHP_3_09.wav,234
control,test_coda,coda_syllable,AHB_AHP_3_11,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,11,audio/coda_syllables/AHB_AHP_3_11.wav,235
control,test_coda,coda_syllable,AHB_AHP_3_13,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,13,audio/coda_syllables/AHB_AHP_3_13.wav,236
control,test_coda,coda_syllable,AHB_AHP_3_16,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,16,audio/coda_syllables/AHB_AHP_3_16.wav,237
control,test_coda,coda_syllable,AHB_AHP_3_20,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,20,audio/coda_syllables/AHB_AHP_3_20.wav,238
control,test_coda,coda_syllable,AHB_AHP_3_25,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,25,audio/coda_syllables/AHB_AHP_3_25.wav,239
control,test_coda,coda_syllable,AHB_AHP_3_30,AH,NA,NA,NA,NA,NA,1,14,B,P,NA,NA,30,audio/coda_syllables/AHB_AHP_3_30.wav,240
control,test_coda,coda_syllable,IHB_IHP_5_00,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,0,audio/coda_syllables/IHB_IHP_5_00.wav,241
control,test_coda,coda_syllable,IHB_IHP_5_04,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,4,audio/coda_syllables/IHB_IHP_5_04.wav,242
control,test_coda,coda_syllable,IHB_IHP_5_07,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,7,audio/coda_syllables/IHB_IHP_5_07.wav,243
control,test_coda,coda_syllable,IHB_IHP_5_09,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,9,audio/coda_syllables/IHB_IHP_5_09.wav,244
control,test_coda,coda_syllable,IHB_IHP_5_11,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,11,audio/coda_syllables/IHB_IHP_5_11.wav,245
control,test_coda,coda_syllable,IHB_IHP_5_13,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,13,audio/coda_syllables/IHB_IHP_5_13.wav,246
control,test_coda,coda_syllable,IHB_IHP_5_16,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,16,audio/coda_syllables/IHB_IHP_5_16.wav,247
control,test_coda,coda_syllable,IHB_IHP_5_20,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,20,audio/coda_syllables/IHB_IHP_5_20.wav,248
control,test_coda,coda_syllable,IHB_IHP_5_25,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,25,audio/coda_syllables/IHB_IHP_5_25.wav,249
control,test_coda,coda_syllable,IHB_IHP_5_30,IH,NA,NA,NA,NA,NA,1,7,B,P,NA,NA,30,audio/coda_syllables/IHB_IHP_5_30.wav,250
control,test_coda,coda_syllable,UHB_UHP_5_00,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,0,audio/coda_syllables/UHB_UHP_5_00.wav,251
control,test_coda,coda_syllable,UHB_UHP_5_04,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,4,audio/coda_syllables/UHB_UHP_5_04.wav,252
control,test_coda,coda_syllable,UHB_UHP_5_07,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,7,audio/coda_syllables/UHB_UHP_5_07.wav,253
control,test_coda,coda_syllable,UHB_UHP_5_09,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,9,audio/coda_syllables/UHB_UHP_5_09.wav,254
control,test_coda,coda_syllable,UHB_UHP_5_11,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,11,audio/coda_syllables/UHB_UHP_5_11.wav,255
control,test_coda,coda_syllable,UHB_UHP_5_13,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,13,audio/coda_syllables/UHB_UHP_5_13.wav,256
control,test_coda,coda_syllable,UHB_UHP_5_16,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,16,audio/coda_syllables/UHB_UHP_5_16.wav,257
control,test_coda,coda_syllable,UHB_UHP_5_20,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,20,audio/coda_syllables/UHB_UHP_5_20.wav,258
control,test_coda,coda_syllable,UHB_UHP_5_25,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,25,audio/coda_syllables/UHB_UHP_5_25.wav,259
control,test_coda,coda_syllable,UHB_UHP_5_30,UH,NA,NA,NA,NA,NA,1,8,B,P,NA,NA,30,audio/coda_syllables/UHB_UHP_5_30.wav,260
control,test_coda,coda_syllable,AAB_AAP_1_00,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,0,audio/coda_syllables/AAB_AAP_1_00.wav,261
control,test_coda,coda_syllable,AAB_AAP_1_04,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,4,audio/coda_syllables/AAB_AAP_1_04.wav,262
control,test_coda,coda_syllable,AAB_AAP_1_07,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,7,audio/coda_syllables/AAB_AAP_1_07.wav,263
control,test_coda,coda_syllable,AAB_AAP_1_09,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,9,audio/coda_syllables/AAB_AAP_1_09.wav,264
control,test_coda,coda_syllable,AAB_AAP_1_11,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,11,audio/coda_syllables/AAB_AAP_1_11.wav,265
control,test_coda,coda_syllable,AAB_AAP_1_13,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,13,audio/coda_syllables/AAB_AAP_1_13.wav,266
control,test_coda,coda_syllable,AAB_AAP_1_16,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,16,audio/coda_syllables/AAB_AAP_1_16.wav,267
control,test_coda,coda_syllable,AAB_AAP_1_20,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,20,audio/coda_syllables/AAB_AAP_1_20.wav,268
control,test_coda,coda_syllable,AAB_AAP_1_25,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,25,audio/coda_syllables/AAB_AAP_1_25.wav,269
control,test_coda,coda_syllable,AAB_AAP_1_30,AA,NA,NA,NA,NA,NA,2,11,B,P,NA,NA,30,audio/coda_syllables/AAB_AAP_1_30.wav,270
control,test_coda,coda_syllable,AHB_AHP_3_00,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,0,audio/coda_syllables/AHB_AHP_3_00.wav,271
control,test_coda,coda_syllable,AHB_AHP_3_04,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,4,audio/coda_syllables/AHB_AHP_3_04.wav,272
control,test_coda,coda_syllable,AHB_AHP_3_07,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,7,audio/coda_syllables/AHB_AHP_3_07.wav,273
control,test_coda,coda_syllable,AHB_AHP_3_09,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,9,audio/coda_syllables/AHB_AHP_3_09.wav,274
control,test_coda,coda_syllable,AHB_AHP_3_11,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,11,audio/coda_syllables/AHB_AHP_3_11.wav,275
control,test_coda,coda_syllable,AHB_AHP_3_13,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,13,audio/coda_syllables/AHB_AHP_3_13.wav,276
control,test_coda,coda_syllable,AHB_AHP_3_16,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,16,audio/coda_syllables/AHB_AHP_3_16.wav,277
control,test_coda,coda_syllable,AHB_AHP_3_20,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,20,audio/coda_syllables/AHB_AHP_3_20.wav,278
control,test_coda,coda_syllable,AHB_AHP_3_25,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,25,audio/coda_syllables/AHB_AHP_3_25.wav,279
control,test_coda,coda_syllable,AHB_AHP_3_30,AH,NA,NA,NA,NA,NA,2,14,B,P,NA,NA,30,audio/coda_syllables/AHB_AHP_3_30.wav,280
control,test_coda,coda_syllable,IHB_IHP_5_00,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,0,audio/coda_syllables/IHB_IHP_5_00.wav,281
control,test_coda,coda_syllable,IHB_IHP_5_04,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,4,audio/coda_syllables/IHB_IHP_5_04.wav,282
control,test_coda,coda_syllable,IHB_IHP_5_07,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,7,audio/coda_syllables/IHB_IHP_5_07.wav,283
control,test_coda,coda_syllable,IHB_IHP_5_09,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,9,audio/coda_syllables/IHB_IHP_5_09.wav,284
control,test_coda,coda_syllable,IHB_IHP_5_11,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,11,audio/coda_syllables/IHB_IHP_5_11.wav,285
control,test_coda,coda_syllable,IHB_IHP_5_13,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,13,audio/coda_syllables/IHB_IHP_5_13.wav,286
control,test_coda,coda_syllable,IHB_IHP_5_16,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,16,audio/coda_syllables/IHB_IHP_5_16.wav,287
control,test_coda,coda_syllable,IHB_IHP_5_20,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,20,audio/coda_syllables/IHB_IHP_5_20.wav,288
control,test_coda,coda_syllable,IHB_IHP_5_25,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,25,audio/coda_syllables/IHB_IHP_5_25.wav,289
control,test_coda,coda_syllable,IHB_IHP_5_30,IH,NA,NA,NA,NA,NA,2,7,B,P,NA,NA,30,audio/coda_syllables/IHB_IHP_5_30.wav,290
control,test_coda,coda_syllable,UHB_UHP_5_00,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,0,audio/coda_syllables/UHB_UHP_5_00.wav,291
control,test_coda,coda_syllable,UHB_UHP_5_04,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,4,audio/coda_syllables/UHB_UHP_5_04.wav,292
control,test_coda,coda_syllable,UHB_UHP_5_07,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,7,audio/coda_syllables/UHB_UHP_5_07.wav,293
control,test_coda,coda_syllable,UHB_UHP_5_09,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,9,audio/coda_syllables/UHB_UHP_5_09.wav,294
control,test_coda,coda_syllable,UHB_UHP_5_11,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,11,audio/coda_syllables/UHB_UHP_5_11.wav,295
control,test_coda,coda_syllable,UHB_UHP_5_13,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,13,audio/coda_syllables/UHB_UHP_5_13.wav,296
control,test_coda,coda_syllable,UHB_UHP_5_16,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,16,audio/coda_syllables/UHB_UHP_5_16.wav,297
control,test_coda,coda_syllable,UHB_UHP_5_20,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,20,audio/coda_syllables/UHB_UHP_5_20.wav,298
control,test_coda,coda_syllable,UHB_UHP_5_25,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,25,audio/coda_syllables/UHB_UHP_5_25.wav,299
control,test_coda,coda_syllable,UHB_UHP_5_30,UH,NA,NA,NA,NA,NA,2,8,B,P,NA,NA,30,audio/coda_syllables/UHB_UHP_5_30.wav,300
control,test_coda,coda_syllable,AAB_AAP_1_00,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,0,audio/coda_syllables/AAB_AAP_1_00.wav,301
control,test_coda,coda_syllable,AAB_AAP_1_04,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,4,audio/coda_syllables/AAB_AAP_1_04.wav,302
control,test_coda,coda_syllable,AAB_AAP_1_07,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,7,audio/coda_syllables/AAB_AAP_1_07.wav,303
control,test_coda,coda_syllable,AAB_AAP_1_09,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,9,audio/coda_syllables/AAB_AAP_1_09.wav,304
control,test_coda,coda_syllable,AAB_AAP_1_11,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,11,audio/coda_syllables/AAB_AAP_1_11.wav,305
control,test_coda,coda_syllable,AAB_AAP_1_13,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,13,audio/coda_syllables/AAB_AAP_1_13.wav,306
control,test_coda,coda_syllable,AAB_AAP_1_16,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,16,audio/coda_syllables/AAB_AAP_1_16.wav,307
control,test_coda,coda_syllable,AAB_AAP_1_20,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,20,audio/coda_syllables/AAB_AAP_1_20.wav,308
control,test_coda,coda_syllable,AAB_AAP_1_25,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,25,audio/coda_syllables/AAB_AAP_1_25.wav,309
control,test_coda,coda_syllable,AAB_AAP_1_30,AA,NA,NA,NA,NA,NA,3,11,B,P,NA,NA,30,audio/coda_syllables/AAB_AAP_1_30.wav,310
control,test_coda,coda_syllable,AHB_AHP_3_00,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,0,audio/coda_syllables/AHB_AHP_3_00.wav,311
control,test_coda,coda_syllable,AHB_AHP_3_04,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,4,audio/coda_syllables/AHB_AHP_3_04.wav,312
control,test_coda,coda_syllable,AHB_AHP_3_07,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,7,audio/coda_syllables/AHB_AHP_3_07.wav,313
control,test_coda,coda_syllable,AHB_AHP_3_09,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,9,audio/coda_syllables/AHB_AHP_3_09.wav,314
control,test_coda,coda_syllable,AHB_AHP_3_11,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,11,audio/coda_syllables/AHB_AHP_3_11.wav,315
control,test_coda,coda_syllable,AHB_AHP_3_13,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,13,audio/coda_syllables/AHB_AHP_3_13.wav,316
control,test_coda,coda_syllable,AHB_AHP_3_16,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,16,audio/coda_syllables/AHB_AHP_3_16.wav,317
control,test_coda,coda_syllable,AHB_AHP_3_20,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,20,audio/coda_syllables/AHB_AHP_3_20.wav,318
control,test_coda,coda_syllable,AHB_AHP_3_25,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,25,audio/coda_syllables/AHB_AHP_3_25.wav,319
control,test_coda,coda_syllable,AHB_AHP_3_30,AH,NA,NA,NA,NA,NA,3,14,B,P,NA,NA,30,audio/coda_syllables/AHB_AHP_3_30.wav,320
control,test_coda,coda_syllable,IHB_IHP_5_00,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,0,audio/coda_syllables/IHB_IHP_5_00.wav,321
control,test_coda,coda_syllable,IHB_IHP_5_04,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,4,audio/coda_syllables/IHB_IHP_5_04.wav,322
control,test_coda,coda_syllable,IHB_IHP_5_07,IH,NA,NA,NA,NA,NA,3,7,B,P,NA,NA,7,audio/coda_syllables/IHB_IHP_5_07.wav,323
