25,sweep_07,sweep_20,audio/sine/sweep_07.wav,audio/sine/sweep_20.wav,sine
26,sweep_07,sweep_25,audio/sine/sweep_07.wav,audio/sine/sweep_25.wav,sine
27,sweep_07,sweep_30,audio/sine/sweep_07.wav,audio/sine/sweep_30.wav,sine
28,sweep_09,sweep_00,audio/sine/sweep_09.wav,audio/sine/sweep_00.wav,sine
29,sweep_09,sweep_04,audio/sine/sweep_09.wav,audio/sine/sweep_04.wav,sine
30,sweep_09,sweep_07,audio/sine/sweep_09.wav,audio/sine/sweep_07.wav,sine
31,sweep_09,sweep_11,audio/sine/sweep_09.wav,audio/sine/sweep_11.wav,sine
32,sweep_09,sweep_13,audio/sine/sweep_09.wav,audio/sine/sweep_13.wav,sine
33,sweep_09,sweep_16,audio/sine/sweep_09.wav,audio/sine/sweep_16.wav,sine
34,sweep_09,sweep_20,audio/sine/sweep_09.wav,audio/sine/sweep_20.wav,sine
35,sweep_09,sweep_25,audio/sine/sweep_09.wav,audio/sine/sweep_25.wav,sine
36,sweep_09,sweep_30,audio/sine/sweep_09.wav,audio/sine/sweep_30.wav,sine
37,sweep_11,sweep_00,audio/sine/sweep_11.wav,audio/sine/sweep_00.wav,sine
38,sweep_11,sweep_04,audio/sine/sweep_11.wav,audio/sine/sweep_04.wav,sine
39,sweep_11,sweep_07,audio/sine/sweep_11.wav,audio/sine/sweep_07.wav,sine
40,sweep_11,sweep_09,audio/sine/sweep_11.wav,audio/sine/sweep_09.wav,sine
41,sweep_11,sweep_13,audio/sine/sweep_11.wav,audio/sine/sweep_13.wav,sine
42,sweep_11,sweep_16,audio/sine/sweep_11.wav,audio/sine/sweep_16.wav,sine
43,sweep_11,sweep_20,audio/sine/sweep_11.wav,audio/sine/sweep_20.wav,sine
44,sweep_11,sweep_25,audio/sine/sweep_11.wav,audio/sine/sweep_25.wav,sine
45,sweep_11,sweep_30,audio/sine/sweep_11.wav,audio/sine/sweep_30.wav,sine
46,sweep_13,sweep_00,audio/sine/sweep_13.wav,audio/sine/sweep_00.wav,sine
47,sweep_13,sweep_04,audio/sine/sweep_13.wav,audio/sine/sweep_04.wav,sine
48,sweep_13,sweep_07,audio/sine/sweep_13.wav,audio/sine/sweep_07.wav,sine
49,sweep_13,sweep_09,audio/sine/sweep_13.wav,audio/sine/sweep_09.wav,sine
50,sweep_13,sweep_11,audio/sine/sweep_13.wav,audio/sine/sweep_11.wav,sine
51,sweep_13,sweep_16,audio/sine/sweep_13.wav,audio/sine/sweep_16.wav,sine
52,sweep_13,sweep_20,audio/sine/sweep_13.wav,audio/sine/sweep_20.wav,sine
53,sweep_13,sweep_25,audio/sine/sweep_13.wav,audio/sine/sweep_25.wav,sine
54,sweep_13,sweep_30,audio/sine/sweep_13.wav,audio/sine/sweep_30.wav,sine
55,sweep_16,sweep_00,audio/sine/sweep_16.wav,audio/sine/sweep_00.wav,sine
56,sweep_16,sweep_04,audio/sine/sweep_16.wav,audio/sine/sweep_04.wav,sine
57,sweep_16,sweep_07,audio/sine/sweep_16.wav,audio/sine/sweep_07.wav,sine
58,sweep_16,sweep_09,audio/sine/sweep_16.wav,audio/sine/sweep_09.wav,sine
59,sweep_16,sweep_11,audio/sine/sweep_16.wav,audio/sine/sweep_11.wav,sine
60,sweep_16,sweep_13,audio/sine/sweep_16.wav,audio/sine/sweep_13.wav,sine
61,sweep_16,sweep_20,audio/sine/sweep_16.wav,audio/sine/sweep_20.wav,sine
62,sweep_16,sweep_25,audio/sine/sweep_16.wav,audio/sine/sweep_25.wav,sine
63,sweep_16,sweep_30,audio/sine/sweep_16.wav,audio/sine/sweep_30.wav,sine
64,sweep_20,sweep_00,audio/sine/sweep_20.wav,audio/sine/sweep_00.wav,sine
65,sweep_20,sweep_04,audio/sine/sweep_20.wav,audio/sine/sweep_04.wav,sine
66,sweep_20,sweep_07,audio/sine/sweep_20.wav,audio/sine/sweep_07.wav,sine
67,sweep_20,sweep_09,audio/sine/sweep_20.wav,audio/sine/sweep_09.wav,sine
68,sweep_20,sweep_11,audio/sine/sweep_20.wav,audio/sine/sweep_11.wav,sine
69,sweep_20,sweep_13,audio/sine/sweep_20.wav,audio/sine/sweep_13.wav,sine
70,sweep_20,sweep_16,audio/sine/sweep_20.wav,audio/sine/sweep_16.wav,sine
71,sweep_20,sweep_25,audio/sine/sweep_20.wav,audio/sine/sweep_25.wav,sine
72,sweep_20,sweep_30,audio/sine/sweep_20.wav,audio/sine/sweep_30.wav,sine
73,sweep_25,sweep_00,audio/sine/sweep_25.wav,audio/sine/sweep_00.wav,sine
74,sweep_25,sweep_04,audio/sine/sweep_25.wav,audio/sine/sweep_04.wav,sine
75,sweep_25,sweep_07,audio/sine/sweep_25.wav,audio/sine/sweep_07.wav,sine
76,sweep_25,sweep_09,audio/sine/sweep_25.wav,audio/sine/sweep_09.wav,sine
77,sweep_25,sweep_11,audio/sine/sweep_25.wav,audio/sine/sweep_11.wav,sine
78,sweep_25,sweep_13,audio/sine/sweep_25.wav,audio/sine/sweep_13.wav,sine
79,sweep_25,sweep_16,audio/sine/sweep_25.wav,audio/sine/sweep_16.wav,sine
80,sweep_25,sweep_20,audio/sine/sweep_25.wav,audio/sine/sweep_20.wav,sine
81,sweep_25,sweep_30,audio/sine/sweep_25.wav,audio/sine/sweep_30.wav,sine
82,sweep_30,sweep_00,audio/sine/sweep_30.wav,audio/sine/sweep_00.wav,sine
83,sweep_30,sweep_04,audio/sine/sweep_30.wav,audio/sine/sweep_04.wav,sine
84,sweep_30,sweep_07,audio/sine/sweep_30.wav,audio/sine/sweep_07.wav,sine
85,sweep_30,sweep_09,audio/sine/sweep_30.wav,audio/sine/sweep_09.wav,sine
86,sweep_30,sweep_11,audio/sine/sweep_30.wav,audio/sine/sweep_11.wav,sine
87,sweep_30,sweep_13,audio/sine/sweep_30.wav,audio/sine/sweep_13.wav,sine
88,sweep_30,sweep_16,audio/sine/sweep_30.wav,audio/sine/sweep_16.wav,sine
89,sweep_30,sweep_20,audio/sine/sweep_30.wav,audio/sine/sweep_20.wav,sine
90,sweep_30,sweep_25,audio/sine/sweep_30.wav,audio/sine/sweep_25.wav,sine
