1,sweep_00,sweep_04,audio/sine/sweep_00.wav,audio/sine/sweep_04.wav,sine
2,sweep_00,sweep_07,audio/sine/sweep_00.wav,audio/sine/sweep_07.wav,sine
3,sweep_00,sweep_09,audio/sine/sweep_00.wav,audio/sine/sweep_09.wav,sine
4,sweep_00,sweep_11,audio/sine/sweep_00.wav,audio/sine/sweep_11.wav,sine
5,sweep_00,sweep_13,audio/sine/sweep_00.wav,audio/sine/sweep_13.wav,sine
6,sweep_00,sweep_16,audio/sine/sweep_00.wav,audio/sine/sweep_16.wav,sine
7,sweep_00,sweep_20,audio/sine/sweep_00.wav,audio/sine/sweep_20.wav,sine
8,sweep_00,sweep_25,audio/sine/sweep_00.wav,audio/sine/sweep_25.wav,sine
9,sweep_00,sweep_30,audio/sine/sweep_00.wav,audio/sine/sweep_30.wav,sine
10,sweep_04,sweep_00,audio/sine/sweep_04.wav,audio/sine/sweep_00.wav,sine
11,sweep_04,sweep_07,audio/sine/sweep_04.wav,audio/sine/sweep_07.wav,sine
12,sweep_04,sweep_09,audio/sine/sweep_04.wav,audio/sine/sweep_09.wav,sine
13,sweep_04,sweep_11,audio/sine/sweep_04.wav,audio/sine/sweep_11.wav,sine
14,sweep_04,sweep_13,audio/sine/sweep_04.wav,audio/sine/sweep_13.wav,sine
15,sweep_04,sweep_16,audio/sine/sweep_04.wav,audio/sine/sweep_16.wav,sine
16,sweep_04,sweep_20,audio/sine/sweep_04.wav,audio/sine/sweep_20.wav,sine
17,sweep_04,sweep_25,audio/sine/sweep_04.wav,audio/sine/sweep_25.wav,sine
18,sweep_04,sweep_30,audio/sine/sweep_04.wav,audio/sine/sweep_30.wav,sine
19,sweep_07,sweep_00,audio/sine/sweep_07.wav,audio/sine/sweep_00.wav,sine
20,sweep_07,sweep_04,audio/sine/sweep_07.wav,audio/sine/sweep_04.wav,sine
21,sweep_07,sweep_09,audio/sine/sweep_07.wav,audio/sine/sweep_09.wav,sine
22,sweep_07,sweep_11,audio/sine/sweep_07.wav,audio/sine/sweep_11.wav,sine
23,sweep_07,sweep_13,audio/sine/sweep_07.wav,audio/sine/sweep_13.wav,sine
24,sweep_07,sweep_16,audio/sine/sweep_07.wav,audio/sine/sweep_16.wav,sine
