index,group,side,phase,target,type,word_sel,nonword_sel,set,step,recording,path
112,B_group,left,exposure,Eynam,fill_nonword,Yes,No,Eynam,NA,1,nonword/Eynam_1.mp3
113,B_group,left,exposure,Fairdon,fill_nonword,Yes,No,Fairdon,NA,1,nonword/Fairdon_1.mp3
114,B_group,left,exposure,Feen,fill_nonword,Yes,No,Feen,NA,1,nonword/Feen_1.mp3
115,B_group,left,exposure,Felmy,fill_nonword,Yes,No,Felmy,NA,1,nonword/Felmy_1.mp3
116,B_group,left,exposure,Fime,fill_nonword,Yes,No,Fime,NA,1,nonword/Fime_1.mp3
117,B_group,left,exposure,Finneran,fill_nonword,Yes,No,Finneran,NA,1,nonword/Finneran_1.mp3
118,B_group,left,exposure,Flangle,fill_nonword,Yes,No,Flangle,NA,1,nonword/Flangle_1.mp3
119,B_group,left,exposure,Fonnow,fill_nonword,Yes,No,Fonnow,NA,1,nonword/Fonnow_1.mp3
120,B_group,left,exposure,Foon,fill_nonword,Yes,No,Foon,NA,1,nonword/Foon_1.mp3
121,B_group,left,exposure,Hallen,fill_nonword,Yes,No,Hallen,NA,1,nonword/Hallen_1.mp3
122,B_group,left,exposure,Hame,fill_nonword,Yes,No,Hame,NA,1,nonword/Hame_1.mp3
123,B_group,left,exposure,Harl,fill_nonword,Yes,No,Harl,NA,1,nonword/Harl_1.mp3
124,B_group,left,exposure,Harn,fill_nonword,Yes,No,Harn,NA,1,nonword/Harn_1.mp3
125,B_group,left,exposure,Harnomy,fill_nonword,Yes,No,Harnomy,NA,1,nonword/Harnomy_1.mp3
126,B_group,left,exposure,Heln,fill_nonword,Yes,No,Heln,NA,1,nonword/Heln_1.mp3
127,B_group,left,exposure,Hemmerle,fill_nonword,Yes,No,Hemmerle,NA,1,nonword/Hemmerle_1.mp3
128,B_group,left,exposure,Hemmery,fill_nonword,Yes,No,Hemmery,NA,1,nonword/Hemmery_1.mp3
129,B_group,left,exposure,Heon,fill_nonword,Yes,No,Heon,NA,1,nonword/Heon_1.mp3
130,B_group,left,exposure,Heyn,fill_nonword,Yes,No,Heyn,NA,1,nonword/Heyn_1.mp3
