index,group,side,phase,target,type,word_sel,nonword_sel,set,step,recording,folder,path,path
159,P_group,left,exposure,Mayin,fill_nonword,Yes,No,Mayin,NA,1,nonword/,nonword/Mayin_1.mp3,Mayin_1.mp3
160,P_group,left,exposure,Memmel,fill_nonword,Yes,No,Memmel,NA,1,nonword/,nonword/Memmel_1.mp3,Memmel_1.mp3
161,P_group,left,exposure,Mewry,fill_nonword,Yes,No,Mewry,NA,1,nonword/,nonword/Mewry_1.mp3,Mewry_1.mp3
162,P_group,left,exposure,Minnin,fill_nonword,Yes,No,Minnin,NA,1,nonword/,nonword/Minnin_1.mp3,Minnin_1.mp3
163,P_group,left,exposure,Morial,fill_nonword,Yes,No,Morial,NA,1,nonword/,nonword/Morial_1.mp3,Morial_1.mp3
164,P_group,left,exposure,Moyer,fill_nonword,Yes,No,Moyer,NA,1,nonword/,nonword/Moyer_1.mp3,Moyer_1.mp3
165,P_group,left,exposure,Mun,fill_nonword,Yes,No,Mun,NA,1,nonword/,nonword/Mun_1.mp3,Mun_1.mp3
166,P_group,left,exposure,Munnel,fill_nonword,Yes,No,Munnel,NA,1,nonword/,nonword/Munnel_1.mp3,Munnel_1.mp3
167,P_group,left,exposure,Nallow,fill_nonword,Yes,No,Nallow,NA,1,nonword/,nonword/Nallow_1.mp3,Nallow_1.mp3
168,P_group,left,exposure,Nellon,fill_nonword,Yes,No,Nellon,NA,1,nonword/,nonword/Nellon_1.mp3,Nellon_1.mp3
169,P_group,left,exposure,Neoma,fill_nonword,Yes,No,Neoma,NA,1,nonword/,nonword/Neoma_1.mp3,Neoma_1.mp3
170,P_group,left,exposure,Ner,fill_nonword,Yes,No,Ner,NA,1,nonword/,nonword/Ner_1.mp3,Ner_1.mp3
171,P_group,left,exposure,Norlin,fill_nonword,Yes,No,Norlin,NA,1,nonword/,nonword/Norlin_1.mp3,Norlin_1.mp3
172,P_group,left,exposure,Noron,fill_nonword,Yes,No,Noron,NA,1,nonword/,nonword/Noron_1.mp3,Noron_1.mp3
173,P_group,left,exposure,Noy,fill_nonword,Yes,No,Noy,NA,1,nonword/,nonword/Noy_1.mp3,Noy_1.mp3
174,P_group,left,exposure,Orn,fill_nonword,Yes,No,Orn,NA,1,nonword/,nonword/Orn_1.mp3,Orn_1.mp3
175,P_group,left,exposure,Rame,fill_nonword,Yes,No,Rame,NA,1,nonword/,nonword/Rame_1.mp3,Rame_1.mp3
176,P_group,left,exposure,Rannel,fill_nonword,Yes,No,Rannel,NA,1,nonword/,nonword/Rannel_1.mp3,Rannel_1.mp3
177,P_group,left,exposure,Rawl,fill_nonword,Yes,No,Rawl,NA,1,nonword/,nonword/Rawl_1.mp3,Rawl_1.mp3
178,P_group,left,exposure,Reen,fill_nonword,Yes,No,Reen,NA,1,nonword/,nonword/Reen_1.mp3,Reen_1.mp3
179,P_group,left,exposure,Rhinen,fill_nonword,Yes,No,Rhinen,NA,2,nonword/,nonword/Rhinen_2.mp3,Rhinen_2.mp3
180,P_group,left,exposure,Ria,fill_nonword,Yes,No,Ria,NA,1,nonword/,nonword/Ria_1.mp3,Ria_1.mp3
181,P_group,left,exposure,Saln,fill_nonword,Yes,No,Saln,NA,1,nonword/,nonword/Saln_1.mp3,Saln_1.mp3
182,P_group,left,exposure,Sare,fill_nonword,Yes,No,Sare,NA,1,nonword/,nonword/Sare_1.mp3,Sare_1.mp3
183,P_group,left,exposure,Selmer,fill_nonword,Yes,No,Selmer,NA,1,nonword/,nonword/Selmer_1.mp3,Selmer_1.mp3
184,P_group,left,exposure,Siller,fill_nonword,Yes,No,Siller,NA,1,nonword/,nonword/Siller_1.mp3,Siller_1.mp3
185,P_group,left,exposure,Slomb,fill_nonword,Yes,No,Slomb,NA,1,nonword/,nonword/Slomb_1.mp3,Slomb_1.mp3
186,P_group,left,exposure,Smong,fill_nonword,Yes,No,Smong,NA,1,nonword/,nonword/Smong_1.mp3,Smong_1.mp3
187,P_group,left,exposure,Snoll,fill_nonword,Yes,No,Snoll,NA,1,nonword/,nonword/Snoll_1.mp3,Snoll_1.mp3
188,P_group,left,exposure,Snyre,fill_nonword,Yes,No,Snyre,NA,1,nonword/,nonword/Snyre_1.mp3,Snyre_1.mp3
189,P_group,left,exposure,Somb,fill_nonword,Yes,No,Somb,NA,1,nonword/,nonword/Somb_1.mp3,Somb_1.mp3
190,P_group,left,exposure,Thim,fill_nonword,Yes,No,Thim,NA,1,nonword/,nonword/Thim_1.mp3,Thim_1.mp3
