index,group,side,phase,target,type,word_sel,nonword_sel,set,step,recording,folder,path,path
191,P_group,left,exposure,Threen,fill_nonword,Yes,No,Threen,NA,1,nonword/,nonword/Threen_1.mp3,Threen_1.mp3
192,P_group,left,exposure,Vainyl,fill_nonword,Yes,No,Vainyl,NA,1,nonword/,nonword/Vainyl_1.mp3,Vainyl_1.mp3
193,P_group,left,exposure,Vallon,fill_nonword,Yes,No,Vallon,NA,1,nonword/,nonword/Vallon_1.mp3,Vallon_1.mp3
194,P_group,left,exposure,Vunn,fill_nonword,Yes,No,Vunn,NA,1,nonword/,nonword/Vunn_1.mp3,Vunn_1.mp3
195,P_group,left,exposure,Werro,fill_nonword,Yes,No,Werro,NA,1,nonword/,nonword/Werro_1.mp3,Werro_1.mp3
196,P_group,left,exposure,Winal,fill_nonword,Yes,No,Winal,NA,1,nonword/,nonword/Winal_1.mp3,Winal_1.mp3
197,P_group,left,exposure,Woony,fill_nonword,Yes,No,Woony,NA,1,nonword/,nonword/Woony_1.mp3,Woony_1.mp3
198,P_group,left,exposure,Wyan,fill_nonword,Yes,No,Wyan,NA,1,nonword/,nonword/Wyan_1.mp3,Wyan_1.mp3
199,P_group,left,exposure,Yorn,fill_nonword,Yes,No,Yorn,NA,1,nonword/,nonword/Yorn_1.mp3,Yorn_1.mp3
200,P_group,left,exposure,Ven,fill_nonword,Yes,No,Ven,NA,1,nonword/,nonword/Ven_1.mp3,Ven_1.mp3
